,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,TOTAL_DAYS,KWH_AVG_CONSO,NB_INVOICES
8435,0130BR,01/03/2018,31/03/2018,1 618,"191,92",87 days,18.597701149425287,35
8436,0130BR,01/04/2018,30/04/2018,1 616,"190,83",116 days,13.931034482758621,35
8437,0130BR,01/05/2018,31/05/2018,1 704,"199,93",146 days,11.67123287671233,35
8438,0130BR,01/06/2018,30/06/2018,1 681,"196,99",175 days,9.605714285714285,35
8439,0130BR,01/07/2018,31/07/2018,1 750,"204,41",205 days,8.536585365853659,35
8440,0130BR,01/08/2018,31/08/2018,1 764,"205,71",235 days,7.506382978723404,35
8441,0130BR,01/09/2018,30/09/2018,1 645,"194,94",264 days,6.231060606060606,35
8442,0130BR,01/10/2018,31/10/2018,1 632,"194,48",294 days,5.551020408163265,35
8443,0130BR,01/11/2018,30/11/2018,1 433,"173,55",323 days,4.436532507739938,35
8444,0130BR,01/12/2018,31/12/2018,1 469,"177,74",353 days,4.161473087818697,35
8445,0130BR,01/01/2019,31/01/2019,1 472,"174,14",30 days,49.06666666666667,35
8446,0130BR,01/02/2019,28/02/2019,1 325,"157,98",57 days,23.24561403508772,35
8447,0130BR,01/03/2019,31/03/2019,1 476,"174,47",87 days,16.96551724137931,35
8448,0130BR,01/04/2019,30/04/2019,1 467,"172,89",116 days,12.64655172413793,35
8449,0130BR,01/05/2019,31/05/2019,1 531,"179,72",146 days,10.486301369863014,35
8450,0130BR,01/06/2019,30/06/2019,1 562,"181,47",175 days,8.925714285714285,35
8451,0130BR,01/07/2019,31/07/2019,1 603,"186,06",205 days,7.819512195121951,35
8452,0130BR,01/08/2019,31/08/2019,1 605,"186,17",235 days,6.829787234042553,35
8453,0130BR,01/09/2019,30/09/2019,1 472,"173,03",264 days,5.575757575757576,35
8454,0130BR,01/10/2019,31/10/2019,1 487,"175,31",294 days,5.057823129251701,35
8455,0130BR,01/11/2019,30/11/2019,1 412,"167,55",323 days,4.371517027863777,35
8456,0130BR,01/12/2019,31/12/2019,1 463,"173,12",353 days,4.144475920679887,35
8457,0130BR,01/01/2020,31/01/2020,1 463,"203,06",30 days,48.766666666666666,35
8458,0130BR,01/02/2020,29/02/2020,1 366,"190,38",58 days,23.551724137931036,35
8459,0130BR,01/03/2020,31/03/2020,1 467,"202,50",88 days,16.670454545454547,35
8460,0130BR,01/04/2020,30/04/2020,1 447,"199,46",117 days,12.367521367521368,35
8461,0130BR,01/05/2020,31/05/2020,1 505,"206,83",147 days,10.238095238095237,35
8462,0130BR,01/06/2020,30/06/2020,1 512,"206,84",176 days,8.590909090909092,35
8463,0130BR,01/07/2020,31/07/2020,1 574,"214,38",206 days,7.640776699029126,35
8464,0130BR,01/08/2020,31/08/2020,1 392,"188,83",236 days,5.898305084745763,35
8465,0130BR,01/09/2020,30/09/2020,1 207,"163,91",265 days,4.554716981132075,35
8466,0130BR,01/10/2020,31/10/2020,1 233,"167,25",295 days,4.179661016949153,35
8467,0130BR,01/11/2020,30/11/2020,1 569,"194,89",324 days,4.842592592592593,35
8468,0130KO,01/01/2018,30/09/2018,17 231,"2 293,24",272 days,63.349264705882355,27
8469,0130KO,01/10/2018,31/10/2018,2 445,"320,68",294 days,8.316326530612244,27
8470,0130KO,01/11/2018,30/11/2018,2 416,"317,16",323 days,7.479876160990712,27
8471,0130KO,01/12/2018,31/12/2018,2 609,"327,38",353 days,7.390934844192635,27
8472,0130KO,01/01/2019,31/01/2019,2 709,"372,90",30 days,90.3,27
8473,0130KO,01/02/2019,28/02/2019,2 288,"316,65",57 days,40.14035087719298,27
8474,0130KO,01/03/2019,31/03/2019,2 449,"338,16",87 days,28.149425287356323,27
8475,0130KO,01/04/2019,30/04/2019,2 361,"326,41",116 days,20.353448275862068,27
8476,0130KO,01/05/2019,31/05/2019,2 452,"338,56",146 days,16.794520547945204,27
8477,0130KO,01/06/2019,30/06/2019,2 617,"360,61",175 days,14.954285714285714,27
8478,0130KO,01/07/2019,31/07/2019,2 686,"369,83",205 days,13.102439024390243,27
8479,0130KO,01/08/2019,31/08/2019,2 678,"368,76",235 days,11.395744680851063,27
8480,0130KO,01/09/2019,30/09/2019,2 616,"360,48",264 days,9.909090909090908,27
8481,0130KO,01/10/2019,31/10/2019,2 769,"380,92",294 days,9.418367346938776,27
8482,0130KO,01/11/2019,30/11/2019,2 661,"366,49",323 days,8.238390092879257,27
8483,0130KO,01/12/2019,31/12/2019,2 722,"374,64",353 days,7.711048158640226,27
8484,0130KO,01/01/2020,31/01/2020,2 727,"373,51",30 days,90.9,27
8485,0130KO,01/02/2020,29/02/2020,2 564,"351,91",58 days,44.206896551724135,27
8486,0130KO,01/03/2020,31/03/2020,2 746,"376,02",88 days,31.204545454545453,27
8487,0130KO,01/04/2020,30/04/2020,2 760,"377,88",117 days,23.58974358974359,27
8488,0130KO,01/05/2020,31/05/2020,2 860,"391,13",147 days,19.45578231292517,27
8489,0130KO,01/06/2020,30/06/2020,2 795,"382,51",176 days,15.880681818181818,27
8490,0130KO,01/07/2020,31/07/2020,2 950,"403,05",206 days,14.320388349514563,27
8491,0130KO,01/08/2020,31/08/2020,2 997,"409,27",236 days,12.69915254237288,27
8492,0130KO,01/09/2020,30/09/2020,2 849,"389,67",265 days,10.750943396226415,27
8493,0130KO,01/10/2020,31/10/2020,2 918,"398,81",295 days,9.891525423728813,27
8494,0130KO,01/11/2020,30/11/2020,2 799,"383,04",324 days,8.63888888888889,27
8495,0131BB,01/01/2018,31/12/2018,20 450,"2 795,72",364 days,56.18131868131868,2
8496,0131BB,01/01/2019,31/12/2019,18 018,"2 595,13",364 days,49.5,2
8497,0131BR,01/01/2018,31/01/2018,1 259,"140,37",30 days,41.96666666666667,35
8498,0131BR,01/02/2018,28/02/2018,1 141,"134,13",57 days,20.017543859649123,35
8499,0131BR,01/03/2018,31/03/2018,1 267,"147,71",87 days,14.563218390804598,35
8500,0131BR,01/04/2018,30/04/2018,1 361,"156,57",116 days,11.732758620689655,35
8501,0131BR,01/05/2018,31/05/2018,1 522,"173,30",146 days,10.424657534246576,35
8502,0131BR,01/06/2018,30/06/2018,1 502,"171,18",175 days,8.582857142857144,35
8503,0131BR,01/07/2018,31/07/2018,1 666,"188,70",205 days,8.126829268292683,35
8504,0131BR,01/08/2018,31/08/2018,1 707,"193,12",235 days,7.263829787234043,35
8505,0131BR,01/09/2018,30/09/2018,1 465,"168,65",264 days,5.549242424242424,35
8506,0131BR,01/10/2018,31/10/2018,1 382,"160,33",294 days,4.700680272108843,35
8507,0131BR,01/11/2018,30/11/2018,1 242,"145,86",323 days,3.845201238390093,35
8508,0131BR,01/12/2018,31/12/2018,1 223,"144,35",353 days,3.464589235127479,35
8509,0131BR,01/01/2019,31/01/2019,1 214,"140,32",30 days,40.46666666666667,35
8510,0131BR,01/02/2019,28/02/2019,1 120,"129,92",57 days,19.649122807017545,35
8511,0131BR,01/03/2019,31/03/2019,1 286,"147,21",87 days,14.781609195402298,35
8512,0131BR,01/04/2019,30/04/2019,1 321,"150,31",116 days,11.387931034482758,35
8513,0131BR,01/05/2019,31/05/2019,1 396,"158,07",146 days,9.561643835616438,35
8514,0131BR,01/06/2019,30/06/2019,1 607,"179,34",175 days,9.182857142857143,35
8515,0131BR,01/07/2019,31/07/2019,1 688,"187,92",205 days,8.234146341463415,35
8516,0131BR,01/08/2019,31/08/2019,1 687,"187,64",235 days,7.178723404255319,35
8517,0131BR,01/09/2019,30/09/2019,1 460,"164,22",264 days,5.53030303030303,35
8518,0131BR,01/10/2019,31/10/2019,1 396,"158,07",294 days,4.7482993197278915,35
8519,0131BR,01/11/2019,30/11/2019,1 227,"141,02",323 days,3.7987616099071206,35
8520,0131BR,01/12/2019,31/12/2019,1 231,"141,85",353 days,3.4872521246458925,35
8521,0131BR,01/01/2020,31/01/2020,1 205,"163,91",30 days,40.166666666666664,35
8522,0131BR,01/02/2020,29/02/2020,1 169,"158,93",58 days,20.155172413793103,35
8523,0131BR,01/03/2020,31/03/2020,1 276,"171,54",88 days,14.5,35
8524,0131BR,01/04/2020,30/04/2020,1 338,"178,57",117 days,11.435897435897436,35
8525,0131BR,01/05/2020,31/05/2020,1 424,"189,07",147 days,9.687074829931973,35
8526,0131BR,01/06/2020,30/06/2020,1 511,"199,23",176 days,8.585227272727273,35
8527,0131BR,01/07/2020,31/07/2020,1 725,"225,90",206 days,8.37378640776699,35
8528,0131BR,01/08/2020,31/08/2020,1 697,"222,42",236 days,7.190677966101695,35
8529,0131BR,01/09/2020,30/09/2020,1 493,"197,04",265 days,5.633962264150943,35
8530,0131BR,01/10/2020,31/10/2020,1 380,"183,71",295 days,4.677966101694915,35
8531,0131BR,01/11/2020,30/11/2020,1 266,"154,77",324 days,3.9074074074074074,35
8532,0131KO,01/01/2018,31/01/2018,1 028,"129,86",30 days,34.266666666666666,35
8533,0131KO,01/02/2018,28/02/2018,934,"118,53",57 days,16.385964912280702,35
8534,0131KO,01/03/2018,31/03/2018,1 030,"130,10",87 days,11.839080459770114,35
8535,0131KO,01/04/2018,30/04/2018,1 014,"128,17",116 days,8.741379310344827,35
8536,0131KO,01/05/2018,31/05/2018,1 054,"132,99",146 days,7.219178082191781,35
8537,0131KO,01/06/2018,30/06/2018,1 024,"129,38",175 days,5.851428571428571,35
8538,0131KO,01/07/2018,31/07/2018,1 064,"134,27",205 days,5.190243902439025,35
8539,0131KO,01/08/2018,31/08/2018,1 072,"135,23",235 days,4.561702127659575,35
8540,0131KO,01/09/2018,30/09/2018,1 021,"129,89",264 days,3.867424242424242,35
8541,0131KO,01/10/2018,31/10/2018,1 046,"132,92",294 days,3.557823129251701,35
8542,0131KO,01/11/2018,30/11/2018,1 004,"127,83",323 days,3.108359133126935,35
8543,0131KO,01/12/2018,31/12/2018,1 031,"131,10",353 days,2.9206798866855523,35
8544,0131KO,01/01/2019,31/01/2019,1 031,"143,84",30 days,34.36666666666667,35
8545,0131KO,01/02/2019,28/02/2019,931,"130,48",57 days,16.333333333333332,35
8546,0131KO,01/03/2019,31/03/2019,1 036,"144,51",87 days,11.908045977011493,35
8547,0131KO,01/04/2019,30/04/2019,1 011,"141,16",116 days,8.71551724137931,35
8548,0131KO,01/05/2019,31/05/2019,1 047,"145,97",146 days,7.171232876712328,35
8549,0131KO,01/06/2019,30/06/2019,1 036,"144,51",175 days,5.92,35
8550,0131KO,01/07/2019,31/07/2019,1 064,"148,25",205 days,5.190243902439025,35
8551,0131KO,01/08/2019,31/08/2019,1 071,"149,18",235 days,4.5574468085106385,35
8552,0131KO,01/09/2019,30/09/2019,1 018,"142,10",264 days,3.856060606060606,35
8553,0131KO,01/10/2019,31/10/2019,1 044,"145,57",294 days,3.5510204081632653,35
8554,0131KO,01/11/2019,30/11/2019,1 003,"140,10",323 days,3.1052631578947367,35
8555,0131KO,01/12/2019,31/12/2019,1 000,"139,70",353 days,2.8328611898016995,35
8556,0131KO,01/01/2020,31/01/2020,960,"133,99",30 days,32.0,35
8557,0131KO,01/02/2020,29/02/2020,899,"125,90",58 days,15.5,35
8558,0131KO,01/03/2020,31/03/2020,966,"134,78",88 days,10.977272727272727,35
8559,0131KO,01/04/2020,30/04/2020,943,"131,73",117 days,8.05982905982906,35
8560,0131KO,01/05/2020,31/05/2020,979,"136,50",147 days,6.659863945578231,35
8561,0131KO,01/06/2020,30/06/2020,1 110,"153,86",176 days,6.306818181818182,35
8562,0131KO,01/07/2020,31/07/2020,1 216,"167,90",206 days,5.902912621359223,35
8563,0131KO,01/08/2020,31/08/2020,1 223,"168,83",236 days,5.182203389830509,35
8564,0131KO,01/09/2020,30/09/2020,1 180,"163,13",265 days,4.452830188679245,35
8565,0131KO,01/10/2020,31/10/2020,1 172,"162,07",295 days,3.9728813559322034,35
8566,0131KO,01/11/2020,30/11/2020,1 132,"149,96",324 days,3.493827160493827,35
8567,1123BB,01/01/2018,31/12/2018,13 381,"2 039,08",364 days,36.760989010989015,2
8568,1123BB,01/01/2019,31/12/2019,13 381,"2 050,81",364 days,36.760989010989015,2
8569,0132BR,01/01/2018,31/12/2018,11 545,"1 312,67",364 days,31.717032967032967,2
8570,0132BR,01/01/2019,31/12/2019,11 370,"1 251,07",364 days,31.236263736263737,2
8571,0132KO,01/01/2018,31/01/2018,1 067,"135,16",30 days,35.56666666666667,35
8572,0132KO,01/02/2018,28/02/2018,996,"126,60",57 days,17.473684210526315,35
8573,0132KO,01/03/2018,31/03/2018,1 091,"138,05",87 days,12.540229885057471,35
8574,0132KO,01/04/2018,30/04/2018,1 057,"133,95",116 days,9.112068965517242,35
8575,0132KO,01/05/2018,31/05/2018,1 104,"139,61",146 days,7.561643835616438,35
8576,0132KO,01/06/2018,30/06/2018,1 081,"136,84",175 days,6.177142857142857,35
8577,0132KO,01/07/2018,31/07/2018,1 131,"142,95",205 days,5.517073170731707,35
8578,0132KO,01/08/2018,31/08/2018,1 191,"150,18",235 days,5.068085106382979,35
8579,0132KO,01/09/2018,30/09/2018,1 091,"138,98",264 days,4.132575757575758,35
8580,0132KO,01/10/2018,31/10/2018,1 115,"141,90",294 days,3.792517006802721,35
8581,0132KO,01/11/2018,30/11/2018,1 062,"135,46",323 days,3.2879256965944275,35
8582,0132KO,01/12/2018,31/12/2018,1 087,"138,50",353 days,3.0793201133144477,35
8583,0132KO,01/01/2019,31/01/2019,1 100,"153,67",30 days,36.666666666666664,35
8584,0132KO,01/02/2019,28/02/2019,978,"137,37",57 days,17.157894736842106,35
8585,0132KO,01/03/2019,31/03/2019,1 081,"151,13",87 days,12.425287356321839,35
8586,0132KO,01/04/2019,30/04/2019,1 066,"149,12",116 days,9.189655172413794,35
8587,0132KO,01/05/2019,31/05/2019,1 109,"154,87",146 days,7.595890410958904,35
8588,0132KO,01/06/2019,30/06/2019,1 104,"154,20",175 days,6.308571428571429,35
8589,0132KO,01/07/2019,31/07/2019,1 134,"158,21",205 days,5.53170731707317,35
8590,0132KO,01/08/2019,31/08/2019,1 148,"160,08",235 days,4.885106382978724,35
8591,0132KO,01/09/2019,30/09/2019,1 290,"179,05",264 days,4.886363636363637,35
8592,0132KO,01/10/2019,31/10/2019,1 397,"193,35",294 days,4.7517006802721085,35
8593,0132KO,01/11/2019,30/11/2019,1 336,"185,20",323 days,4.136222910216718,35
8594,0132KO,01/12/2019,31/12/2019,1 348,"186,80",353 days,3.818696883852691,35
8595,0132KO,01/01/2020,31/01/2020,1 355,"186,99",30 days,45.166666666666664,35
8596,0132KO,01/02/2020,29/02/2020,1 267,"175,33",58 days,21.844827586206897,35
8597,0132KO,01/03/2020,31/03/2020,1 355,"186,99",88 days,15.397727272727273,35
8598,0132KO,01/04/2020,30/04/2020,1 316,"181,83",117 days,11.247863247863247,35
8599,0132KO,01/05/2020,31/05/2020,1 354,"186,86",147 days,9.210884353741497,35
8600,0132KO,01/06/2020,30/06/2020,1 346,"185,80",176 days,7.6477272727272725,35
8601,0132KO,01/07/2020,31/07/2020,1 406,"193,75",206 days,6.825242718446602,35
8602,0132KO,01/08/2020,31/08/2020,1 423,"196,00",236 days,6.029661016949152,35
8603,0132KO,01/09/2020,30/09/2020,1 331,"183,81",265 days,5.022641509433963,35
8604,0132KO,01/10/2020,31/10/2020,1 350,"186,33",295 days,4.576271186440678,35
8605,0132KO,01/11/2020,30/11/2020,1 282,"169,83",324 days,3.95679012345679,35
8606,0133BB,01/01/2018,31/12/2018,26 665,"3 644,51",364 days,73.25549450549451,21
8607,0133BB,01/01/2019,30/04/2019,8 699,"1 156,13",119 days,73.10084033613445,21
8608,0133BB,01/05/2019,31/05/2019,2 266,"300,06",146 days,15.520547945205479,21
8609,0133BB,01/06/2019,30/06/2019,2 282,"289,25",175 days,13.04,21
8610,0133BB,01/07/2019,31/07/2019,2 327,"294,23",205 days,11.351219512195122,21
8611,0133BB,01/08/2019,31/08/2019,2 344,"296,50",235 days,9.974468085106382,21
8612,0133BB,01/09/2019,30/09/2019,2 202,"278,70",264 days,8.340909090909092,21
8613,0133BB,01/10/2019,31/10/2019,2 256,"284,88",294 days,7.673469387755102,21
8614,0133BB,01/11/2019,30/11/2019,2 164,"273,50",323 days,6.69969040247678,21
8615,0133BB,01/12/2019,31/12/2019,2 229,"281,25",353 days,6.314447592067989,21
8616,0133BB,01/01/2020,31/01/2020,2 228,"322,78",30 days,74.26666666666667,21
8617,0133BB,01/02/2020,29/02/2020,2 083,"302,67",58 days,35.91379310344828,21
8618,0133BB,01/03/2020,31/03/2020,2 263,"328,56",88 days,25.71590909090909,21
8619,0133BB,01/04/2020,30/04/2020,2 191,"317,21",117 days,18.726495726495727,21
8620,0133BB,01/05/2020,31/05/2020,2 239,"323,41",147 days,15.231292517006803,21
8621,0133BB,01/06/2020,30/06/2020,2 370,"341,63",176 days,13.465909090909092,21
8622,0133BB,01/07/2020,31/07/2020,2 592,"372,67",206 days,12.58252427184466,21
8623,0133BB,01/08/2020,31/08/2020,2 588,"371,55",236 days,10.966101694915254,21
8624,0133BB,01/09/2020,30/09/2020,2 469,"354,91",265 days,9.316981132075473,21
8625,0133BB,01/10/2020,31/10/2020,2 530,"362,86",295 days,8.576271186440678,21
8626,0133BB,01/11/2020,30/11/2020,2 417,"335,96",324 days,7.459876543209877,21
8627,0133BR,01/01/2018,31/01/2018,2 209,"239,47",30 days,73.63333333333334,35
8628,0133BR,01/02/2018,28/02/2018,2 000,"217,81",57 days,35.08771929824562,35
8629,0133BR,01/03/2018,31/03/2018,2 208,"239,36",87 days,25.379310344827587,35
8630,0133BR,01/04/2018,30/04/2018,2 192,"237,70",116 days,18.896551724137932,35
8631,0133BR,01/05/2018,31/05/2018,2 307,"249,62",146 days,15.801369863013699,35
8632,0133BR,01/06/2018,30/06/2018,2 250,"243,71",175 days,12.857142857142858,35
8633,0133BR,01/07/2018,31/07/2018,2 342,"261,59",205 days,11.424390243902439,35
8634,0133BR,01/08/2018,31/08/2018,2 365,"263,82",235 days,10.063829787234043,35
8635,0133BR,01/09/2018,30/09/2018,2 229,"251,35",264 days,8.443181818181818,35
8636,0133BR,01/10/2018,31/10/2018,2 262,"255,22",294 days,7.6938775510204085,35
8637,0133BR,01/11/2018,30/11/2018,2 156,"243,85",323 days,6.674922600619195,35
8638,0133BR,01/12/2018,31/12/2018,2 276,"256,54",353 days,6.447592067988668,35
8639,0133BR,01/01/2019,31/01/2019,2 265,"249,58",30 days,75.5,35
8640,0133BR,01/02/2019,28/02/2019,2 036,"225,40",57 days,35.719298245614034,35
8641,0133BR,01/03/2019,31/03/2019,2 277,"250,68",87 days,26.17241379310345,35
8642,0133BR,01/04/2019,30/04/2019,2 161,"235,36",116 days,18.629310344827587,35
8643,0133BR,01/05/2019,31/05/2019,2 197,"237,85",146 days,15.047945205479452,35
8644,0133BR,01/06/2019,30/06/2019,2 166,"234,56",175 days,12.377142857142857,35
8645,0133BR,01/07/2019,31/07/2019,2 233,"241,45",205 days,10.892682926829268,35
8646,0133BR,01/08/2019,31/08/2019,2 176,"235,59",235 days,9.259574468085106,35
8647,0133BR,01/09/2019,30/09/2019,2 085,"226,22",264 days,7.8977272727272725,35
8648,0133BR,01/10/2019,31/10/2019,2 145,"232,43",294 days,7.295918367346939,35
8649,0133BR,01/11/2019,30/11/2019,2 089,"226,63",323 days,6.46749226006192,35
8650,0133BR,01/12/2019,31/12/2019,2 156,"233,57",353 days,6.1076487252124645,35
8651,0133BR,01/01/2020,31/01/2020,2 163,"278,56",30 days,72.1,35
8652,0133BR,01/02/2020,29/02/2020,2 019,"260,73",58 days,34.810344827586206,35
8653,0133BR,01/03/2020,31/03/2020,2 172,"278,32",88 days,24.681818181818183,35
8654,0133BR,01/04/2020,30/04/2020,2 117,"271,52",117 days,18.094017094017094,35
8655,0133BR,01/05/2020,31/05/2020,2 183,"279,65",147 days,14.850340136054422,35
8656,0133BR,01/06/2020,30/06/2020,2 098,"269,18",176 days,11.920454545454545,35
8657,0133BR,01/07/2020,31/07/2020,2 166,"277,56",206 days,10.514563106796116,35
8658,0133BR,01/08/2020,31/08/2020,2 176,"278,75",236 days,9.220338983050848,35
8659,0133BR,01/09/2020,30/09/2020,2 076,"266,48",265 days,7.833962264150943,35
8660,0133BR,01/10/2020,31/10/2020,2 130,"273,17",295 days,7.220338983050848,35
8661,0133BR,01/11/2020,30/11/2020,2 034,"250,77",324 days,6.277777777777778,35
8662,0134BB,01/01/2018,31/01/2018,617,"76,61",30 days,20.566666666666666,35
8663,0134BB,01/02/2018,28/02/2018,604,"75,45",57 days,10.596491228070175,35
8664,0134BB,01/03/2018,31/03/2018,633,"77,92",87 days,7.275862068965517,35
8665,0134BB,01/04/2018,30/04/2018,600,"75,18",116 days,5.172413793103448,35
8666,0134BB,01/05/2018,31/05/2018,629,"77,65",146 days,4.308219178082192,35
8667,0134BB,01/06/2018,30/06/2018,616,"76,55",175 days,3.52,35
8668,0134BB,01/07/2018,31/07/2018,660,"80,35",205 days,3.2195121951219514,35
8669,0134BB,01/08/2018,31/08/2018,646,"80,25",235 days,2.748936170212766,35
8670,0134BB,01/09/2018,30/09/2018,613,"77,93",264 days,2.321969696969697,35
8671,0134BB,01/10/2018,31/10/2018,631,"79,45",294 days,2.1462585034013606,35
8672,0134BB,01/11/2018,30/11/2018,614,"78,00",323 days,1.9009287925696594,35
8673,0134BB,01/12/2018,31/12/2018,635,"79,78",353 days,1.7988668555240792,35
8674,0134BB,01/01/2019,31/01/2019,661,"82,36",30 days,22.033333333333335,35
8675,0134BB,01/02/2019,28/02/2019,568,"74,80",57 days,9.964912280701755,35
8676,0134BB,01/03/2019,31/03/2019,620,"79,05",87 days,7.126436781609195,35
8677,0134BB,01/04/2019,30/04/2019,603,"77,66",116 days,5.198275862068965,35
8678,0134BB,01/05/2019,31/05/2019,625,"79,46",146 days,4.280821917808219,35
8679,0134BB,01/06/2019,30/06/2019,625,"79,49",175 days,3.5714285714285716,35
8680,0134BB,01/07/2019,31/07/2019,655,"81,92",205 days,3.1951219512195124,35
8681,0134BB,01/08/2019,31/08/2019,675,"83,54",235 days,2.872340425531915,35
8682,0134BB,01/09/2019,30/09/2019,640,"80,68",264 days,2.4242424242424243,35
8683,0134BB,01/10/2019,31/10/2019,655,"90,33",294 days,2.227891156462585,35
8684,0134BB,01/11/2019,30/11/2019,603,"85,58",323 days,1.86687306501548,35
8685,0134BB,01/12/2019,31/12/2019,577,"83,61",353 days,1.6345609065155808,35
8686,0134BB,01/01/2020,31/01/2020,582,"97,60",30 days,19.4,35
8687,0134BB,01/02/2020,29/02/2020,537,"92,26",58 days,9.258620689655173,35
8688,0134BB,01/03/2020,31/03/2020,581,"97,26",88 days,6.6022727272727275,35
8689,0134BB,01/04/2020,30/04/2020,570,"95,45",117 days,4.871794871794871,35
8690,0134BB,01/05/2020,31/05/2020,579,"96,64",147 days,3.938775510204082,35
8691,0134BB,01/06/2020,30/06/2020,571,"95,67",176 days,3.2443181818181817,35
8692,0134BB,01/07/2020,31/07/2020,589,"97,65",206 days,2.8592233009708736,35
8693,0134BB,01/08/2020,31/08/2020,591,"97,85",236 days,2.5042372881355934,35
8694,0134BB,01/09/2020,30/09/2020,564,"93,44",265 days,2.128301886792453,35
8695,0134BB,01/10/2020,31/10/2020,571,"93,03",295 days,1.935593220338983,35
8696,0134BB,01/11/2020,30/11/2020,552,"56,54",324 days,1.7037037037037037,35
8697,0134BR,01/01/2018,11/10/2018,20 050,"2 290,58",313 days,64.05750798722045,3
8698,0134BR,12/10/2018,31/12/2018,5 595,"643,94",21 days,266.42857142857144,3
8699,0134BR,01/01/2019,31/12/2019,25 527,"2 869,37",364 days,70.12912087912088,3
8700,0134KO,01/01/2018,31/01/2018,2 380,"295,75",30 days,79.33333333333333,35
8701,0134KO,01/02/2018,28/02/2018,2 161,"269,37",57 days,37.91228070175438,35
8702,0134KO,01/03/2018,31/03/2018,2 411,"299,49",87 days,27.71264367816092,35
8703,0134KO,01/04/2018,30/04/2018,2 363,"293,70",116 days,20.370689655172413,35
8704,0134KO,01/05/2018,31/05/2018,2 529,"313,70",146 days,17.32191780821918,35
8705,0134KO,01/06/2018,30/06/2018,2 427,"301,41",175 days,13.868571428571428,35
8706,0134KO,01/07/2018,31/07/2018,2 513,"311,95",205 days,12.258536585365853,35
8707,0134KO,01/08/2018,31/08/2018,2 546,"315,93",235 days,10.83404255319149,35
8708,0134KO,01/09/2018,30/09/2018,2 396,"299,73",264 days,9.075757575757576,35
8709,0134KO,01/10/2018,31/10/2018,2 446,"305,80",294 days,8.319727891156463,35
8710,0134KO,01/11/2018,30/11/2018,2 344,"293,42",323 days,7.256965944272446,35
8711,0134KO,01/12/2018,31/12/2018,2 428,"303,62",353 days,6.878186968838527,35
8712,0134KO,01/01/2019,31/01/2019,2 449,"336,34",30 days,81.63333333333334,35
8713,0134KO,01/02/2019,28/02/2019,2 176,"299,87",57 days,38.175438596491226,35
8714,0134KO,01/03/2019,31/03/2019,2 401,"329,93",87 days,27.597701149425287,35
8715,0134KO,01/04/2019,30/04/2019,2 344,"322,31",116 days,20.20689655172414,35
8716,0134KO,01/05/2019,31/05/2019,2 435,"334,47",146 days,16.67808219178082,35
8717,0134KO,01/06/2019,30/06/2019,2 469,"339,02",175 days,14.108571428571429,35
8718,0134KO,01/07/2019,31/07/2019,2 498,"342,89",205 days,12.185365853658537,35
8719,0134KO,01/08/2019,31/08/2019,2 542,"348,77",235 days,10.817021276595744,35
8720,0134KO,01/09/2019,30/09/2019,2 368,"325,52",264 days,8.969696969696969,35
8721,0134KO,01/10/2019,31/10/2019,2 397,"329,40",294 days,8.153061224489797,35
8722,0134KO,01/11/2019,30/11/2019,2 350,"323,12",323 days,7.275541795665634,35
8723,0134KO,01/12/2019,31/12/2019,2 405,"330,46",353 days,6.813031161473088,35
8724,0134KO,01/01/2020,31/01/2020,2 441,"333,58",30 days,81.36666666666666,35
8725,0134KO,01/02/2020,29/02/2020,2 279,"312,12",58 days,39.293103448275865,35
8726,0134KO,01/03/2020,31/03/2020,2 426,"331,59",88 days,27.568181818181817,35
8727,0134KO,01/04/2020,30/04/2020,2 357,"322,45",117 days,20.145299145299145,35
8728,0134KO,01/05/2020,31/05/2020,2 740,"373,19",147 days,18.639455782312925,35
8729,0134KO,01/06/2020,30/06/2020,2 775,"377,83",176 days,15.767045454545455,35
8730,0134KO,01/07/2020,31/07/2020,2 847,"387,36",206 days,13.820388349514563,35
8731,0134KO,01/08/2020,31/08/2020,2 881,"391,87",236 days,12.207627118644067,35
8732,0134KO,01/09/2020,30/09/2020,2 700,"367,89",265 days,10.18867924528302,35
8733,0134KO,01/10/2020,31/10/2020,2 713,"369,61",295 days,9.196610169491525,35
8734,0134KO,01/11/2020,30/11/2020,2 483,"339,14",324 days,7.66358024691358,35
8735,0135BB,01/01/2018,31/12/2018,25 472,"3 492,72",364 days,69.97802197802197,21
8736,0135BB,01/01/2019,30/04/2019,8 340,"1 105,83",119 days,70.08403361344538,21
8737,0135BB,01/05/2019,31/05/2019,2 182,"288,26",146 days,14.945205479452055,21
8738,0135BB,01/06/2019,30/06/2019,2 225,"280,82",175 days,12.714285714285714,21
8739,0135BB,01/07/2019,31/07/2019,2 261,"284,85",205 days,11.029268292682927,21
8740,0135BB,01/08/2019,31/08/2019,2 321,"291,69",235 days,9.87659574468085,21
8741,0135BB,01/09/2019,30/09/2019,2 401,"300,56",264 days,9.094696969696969,21
8742,0135BB,01/10/2019,31/10/2019,2 397,"299,52",294 days,8.153061224489797,21
8743,0135BB,01/11/2019,30/11/2019,2 394,"299,03",323 days,7.411764705882353,21
8744,0135BB,01/12/2019,31/12/2019,2 593,"322,71",353 days,7.3456090651558075,21
8745,0135BB,01/01/2020,31/01/2020,2 576,"368,85",30 days,85.86666666666666,21
